"ppt_id","group_c","test_c","triplet_id","pair_type_c","acc","RT_acc"
"504D",-0.5,-0.5,26,-0.5,0,NA
"504D",-0.5,-0.5,4,0.5,1,1730.60000000009
"504D",-0.5,-0.5,6,0.5,1,1435.7
"504D",-0.5,-0.5,27,-0.5,1,1923.19999999995
"504D",-0.5,-0.5,8,0.5,1,1416.3
"504D",-0.5,-0.5,7,0.5,1,1370.00000000004
"504D",-0.5,-0.5,2,0.5,1,1613.5999999999
"437A",-0.5,-0.5,4,0.5,1,2018.8
"437A",-0.5,-0.5,8,0.5,1,1185.59999998807
"437A",-0.5,-0.5,3,0.5,1,1158.89999995232
"437A",-0.5,-0.5,27,-0.5,1,1078.79999995232
"437A",-0.5,-0.5,24,-0.5,0,NA
"437A",-0.5,-0.5,26,-0.5,0,NA
"437A",-0.5,-0.5,1,0.5,1,1326.39999995232
"437A",-0.5,-0.5,23,-0.5,1,2028.69999995231
"437A",-0.5,-0.5,20,-0.5,1,1947.29999995232
"437A",-0.5,-0.5,22,-0.5,0,NA
"437A",-0.5,-0.5,19,-0.5,1,2068.2
"437A",-0.5,-0.5,21,-0.5,0,NA
"437A",-0.5,-0.5,2,0.5,0,NA
"437A",-0.5,-0.5,5,0.5,1,1922.39999999999
"437A",-0.5,-0.5,25,-0.5,0,NA
"437A",-0.5,-0.5,9,0.5,1,1247.49999997616
"437A",-0.5,-0.5,6,0.5,1,998.699999999997
"437A",-0.5,-0.5,7,0.5,1,1430.59999995232
"507A",-0.5,-0.5,8,0.5,1,1896.10000000149
"507A",-0.5,-0.5,19,-0.5,1,2047.40000000113
"507A",-0.5,-0.5,20,-0.5,1,1727.5
"507A",-0.5,-0.5,22,-0.5,0,NA
"507A",-0.5,-0.5,7,0.5,1,1324.90000000075
"507A",-0.5,-0.5,2,0.5,1,1392.10000000149
"507A",-0.5,-0.5,5,0.5,1,1198.40000000113
"507A",-0.5,-0.5,21,-0.5,0,NA
"507A",-0.5,-0.5,3,0.5,1,1334.2000000015
"507A",-0.5,-0.5,6,0.5,1,1207.50000000111
"507A",-0.5,-0.5,1,0.5,1,1226.90000000148
"507A",-0.5,-0.5,26,-0.5,0,NA
"507A",-0.5,-0.5,24,-0.5,0,NA
"507A",-0.5,-0.5,27,-0.5,1,1608.00000000076
"507A",-0.5,-0.5,9,0.5,1,1385.20000000036
"507A",-0.5,-0.5,4,0.5,0,NA
"507A",-0.5,-0.5,25,-0.5,0,NA
"507A",-0.5,-0.5,23,-0.5,0,NA
"251C",-0.5,-0.5,9,0.5,1,2249.89999999999
"251C",-0.5,-0.5,4,0.5,1,1727
"251C",-0.5,-0.5,25,-0.5,1,3604.09999999404
"251C",-0.5,-0.5,19,-0.5,1,2795.5
"251C",-0.5,-0.5,21,-0.5,0,NA
"251C",-0.5,-0.5,27,-0.5,1,2254.49999999107
"251C",-0.5,-0.5,22,-0.5,0,NA
"251C",-0.5,-0.5,23,-0.5,0,NA
"251C",-0.5,-0.5,26,-0.5,0,NA
"251C",-0.5,-0.5,24,-0.5,0,NA
"251C",-0.5,-0.5,6,0.5,1,1906.39999999999
"251C",-0.5,-0.5,7,0.5,1,1446.70000000298
"251C",-0.5,-0.5,1,0.5,1,1019.8
"251C",-0.5,-0.5,3,0.5,1,1468.8
"251C",-0.5,-0.5,20,-0.5,1,1870.59999999404
"251C",-0.5,-0.5,2,0.5,1,2088.49999999403
"251C",-0.5,-0.5,8,0.5,1,2093.89999999999
"251C",-0.5,-0.5,5,0.5,1,1118.69999999405
"236F",-0.5,-0.5,17,0.5,1,3332.79999997615
"236F",-0.5,-0.5,28,-0.5,0,NA
"236F",-0.5,-0.5,34,-0.5,0,NA
"236F",-0.5,-0.5,32,-0.5,1,3830.60000002384
"236F",-0.5,-0.5,35,-0.5,0,NA
"236F",-0.5,-0.5,31,-0.5,0,NA
"236F",-0.5,-0.5,30,-0.5,0,NA
"236F",-0.5,-0.5,10,0.5,1,2222.30000002384
"236F",-0.5,-0.5,14,0.5,1,1021.30000002384
"236F",-0.5,-0.5,15,0.5,1,1484.5
"236F",-0.5,-0.5,18,0.5,1,1326.8
"236F",-0.5,-0.5,16,0.5,1,3198.39999995232
"236F",-0.5,-0.5,13,0.5,1,1875.10000000001
"236F",-0.5,-0.5,36,-0.5,1,3767.70000000001
"236F",-0.5,-0.5,11,0.5,1,1429.90000002383
"236F",-0.5,-0.5,29,-0.5,0,NA
"236F",-0.5,-0.5,33,-0.5,1,3771.80000002385
"236F",-0.5,-0.5,12,0.5,1,1984.29999999999
"238B",-0.5,-0.5,13,0.5,1,2571.2
"238B",-0.5,-0.5,36,-0.5,0,NA
"238B",-0.5,-0.5,14,0.5,1,1484.5
"238B",-0.5,-0.5,10,0.5,1,1578.10000000001
"238B",-0.5,-0.5,17,0.5,1,1182.2
"238B",-0.5,-0.5,16,0.5,1,1394.99999995231
"238B",-0.5,-0.5,34,-0.5,1,2229.39999990464
"238B",-0.5,-0.5,35,-0.5,1,353.399999928472
"238B",-0.5,-0.5,11,0.5,1,1150.49999995231
"238B",-0.5,-0.5,18,0.5,1,1156.39999999999
"238B",-0.5,-0.5,33,-0.5,1,2265.60000000001
"238B",-0.5,-0.5,30,-0.5,0,NA
"238B",-0.5,-0.5,31,-0.5,1,415.599999904633
"238B",-0.5,-0.5,28,-0.5,0,NA
"238B",-0.5,-0.5,32,-0.5,1,1990.7
"238B",-0.5,-0.5,12,0.5,1,1462.59999990463
"238B",-0.5,-0.5,15,0.5,1,1343.19999990464
"238B",-0.5,-0.5,29,-0.5,1,1953.10000000001
"239C",-0.5,-0.5,18,0.5,0,NA
"239C",-0.5,-0.5,32,-0.5,0,NA
"239C",-0.5,-0.5,30,-0.5,0,NA
"239C",-0.5,-0.5,14,0.5,1,5906.39999999999
"239C",-0.5,-0.5,16,0.5,1,2575.39999995232
"239C",-0.5,-0.5,33,-0.5,0,NA
"239C",-0.5,-0.5,10,0.5,0,NA
"239C",-0.5,-0.5,34,-0.5,0,NA
"239C",-0.5,-0.5,17,0.5,0,NA
"239C",-0.5,-0.5,35,-0.5,0,NA
"239C",-0.5,-0.5,28,-0.5,0,NA
"239C",-0.5,-0.5,12,0.5,0,NA
"239C",-0.5,-0.5,31,-0.5,0,NA
"239C",-0.5,-0.5,29,-0.5,1,2230.39999992847
"239C",-0.5,-0.5,36,-0.5,1,2528.3
"239C",-0.5,-0.5,15,0.5,1,2570.69999995231
"239C",-0.5,-0.5,11,0.5,0,NA
"239C",-0.5,-0.5,13,0.5,1,1378.29999995232
"435E",-0.5,-0.5,34,-0.5,1,2588.99999998808
"435E",-0.5,-0.5,36,-0.5,0,NA
"435E",-0.5,-0.5,12,0.5,1,1047.8
"435E",-0.5,-0.5,15,0.5,1,1455.20000001192
"435E",-0.5,-0.5,28,-0.5,1,2102.69999998808
"435E",-0.5,-0.5,14,0.5,1,996.200000011922
"435E",-0.5,-0.5,33,-0.5,1,1564.10000001192
"435E",-0.5,-0.5,16,0.5,1,1428.7
"435E",-0.5,-0.5,31,-0.5,0,NA
"435E",-0.5,-0.5,10,0.5,1,2067.29999998808
"435E",-0.5,-0.5,35,-0.5,1,2917.3
"435E",-0.5,-0.5,30,-0.5,0,NA
"435E",-0.5,-0.5,17,0.5,1,3272.50000001192
"435E",-0.5,-0.5,32,-0.5,1,1889.79999996423
"435E",-0.5,-0.5,18,0.5,1,1688.79999997615
"435E",-0.5,-0.5,29,-0.5,0,NA
"435E",-0.5,-0.5,13,0.5,1,1006.2
"435E",-0.5,-0.5,11,0.5,1,848.899999976158
"246D",-0.5,-0.5,12,0.5,0,NA
"246D",-0.5,-0.5,13,0.5,0,NA
"246D",-0.5,-0.5,18,0.5,1,3795.8
"246D",-0.5,-0.5,15,0.5,1,3259.50000000298
"246D",-0.5,-0.5,31,-0.5,0,NA
"246D",-0.5,-0.5,11,0.5,1,2328.2
"246D",-0.5,-0.5,30,-0.5,0,NA
"246D",-0.5,-0.5,32,-0.5,1,2750
"246D",-0.5,-0.5,10,0.5,1,1955.99999999702
"246D",-0.5,-0.5,33,-0.5,1,2687.60000000002
"246D",-0.5,-0.5,14,0.5,1,1968.69999999998
"246D",-0.5,-0.5,28,-0.5,1,4878.89999999404
"246D",-0.5,-0.5,29,-0.5,0,NA
"246D",-0.5,-0.5,34,-0.5,0,NA
"246D",-0.5,-0.5,17,0.5,1,2973.40000000596
"246D",-0.5,-0.5,36,-0.5,1,2203.10000000001
"246D",-0.5,-0.5,35,-0.5,0,NA
"246D",-0.5,-0.5,16,0.5,0,NA
"247E",-0.5,-0.5,31,-0.5,1,2906.3
"247E",-0.5,-0.5,13,0.5,1,1530.90000000894
"247E",-0.5,-0.5,18,0.5,1,1672.00000000001
"247E",-0.5,-0.5,34,-0.5,0,NA
"247E",-0.5,-0.5,16,0.5,1,1835.00000000894
"247E",-0.5,-0.5,17,0.5,1,1856.10000000894
"247E",-0.5,-0.5,15,0.5,1,2119.10000000894
"247E",-0.5,-0.5,12,0.5,1,2182.89999999999
"247E",-0.5,-0.5,28,-0.5,0,NA
"247E",-0.5,-0.5,32,-0.5,1,2482.00000000298
"247E",-0.5,-0.5,33,-0.5,1,4833.60000001192
"247E",-0.5,-0.5,11,0.5,1,1381.90000000894
"247E",-0.5,-0.5,36,-0.5,1,2115.10000000001
"247E",-0.5,-0.5,14,0.5,1,2067.40000000596
"247E",-0.5,-0.5,35,-0.5,0,NA
"247E",-0.5,-0.5,10,0.5,1,3078.10000000001
"247E",-0.5,-0.5,30,-0.5,1,1880.60000000596
"247E",-0.5,-0.5,29,-0.5,1,3045.40000000596
"502B",-0.5,-0.5,15,0.5,1,3482
"502B",-0.5,-0.5,29,-0.5,1,2301.69999999981
"502B",-0.5,-0.5,28,-0.5,0,NA
"502B",-0.5,-0.5,13,0.5,1,1476.9000000001
"502B",-0.5,-0.5,36,-0.5,1,1391.10000000001
"502B",-0.5,-0.5,10,0.5,1,2183.89999999982
"502B",-0.5,-0.5,34,-0.5,1,1832.89999999999
"502B",-0.5,-0.5,18,0.5,1,1544.5999999999
"502B",-0.5,-0.5,30,-0.5,1,1394.19999999981
"502B",-0.5,-0.5,16,0.5,1,1603.19999999981
"502B",-0.5,-0.5,14,0.5,1,922.199999999997
"502B",-0.5,-0.5,32,-0.5,1,1605.7999999999
"502B",-0.5,-0.5,35,-0.5,1,2164.60000000009
"502B",-0.5,-0.5,33,-0.5,1,3906.3
"502B",-0.5,-0.5,11,0.5,1,1786.99999999991
"502B",-0.5,-0.5,31,-0.5,1,2695.59999999971
"502B",-0.5,-0.5,12,0.5,1,1253.09999999971
"502B",-0.5,-0.5,17,0.5,1,1419.49999999983
"441E",-0.5,-0.5,17,0.5,1,NA
"441E",-0.5,-0.5,29,-0.5,0,NA
"441E",-0.5,-0.5,32,-0.5,1,NA
"441E",-0.5,-0.5,10,0.5,1,NA
"441E",-0.5,-0.5,16,0.5,1,NA
"441E",-0.5,-0.5,31,-0.5,0,NA
"441E",-0.5,-0.5,30,-0.5,0,NA
"441E",-0.5,-0.5,28,-0.5,0,NA
"441E",-0.5,-0.5,33,-0.5,0,NA
"441E",-0.5,-0.5,11,0.5,1,NA
"441E",-0.5,-0.5,12,0.5,1,NA
"441E",-0.5,-0.5,15,0.5,1,NA
"441E",-0.5,-0.5,34,-0.5,0,NA
"441E",-0.5,-0.5,13,0.5,1,NA
"441E",-0.5,-0.5,35,-0.5,0,NA
"441E",-0.5,-0.5,14,0.5,1,NA
"441E",-0.5,-0.5,18,0.5,1,NA
"441E",-0.5,-0.5,36,-0.5,1,NA
"447E",-0.5,-0.5,14,0.5,1,1948.19999997616
"447E",-0.5,-0.5,15,0.5,1,2293.10000002384
"447E",-0.5,-0.5,35,-0.5,1,8792.59999999998
"447E",-0.5,-0.5,31,-0.5,1,7013.30000004769
"447E",-0.5,-0.5,36,-0.5,1,3516.09999997616
"447E",-0.5,-0.5,34,-0.5,1,3329.5
"447E",-0.5,-0.5,30,-0.5,1,4125.60000002384
"447E",-0.5,-0.5,29,-0.5,1,2021.59999997616
"447E",-0.5,-0.5,18,0.5,1,2117.10000002384
"447E",-0.5,-0.5,16,0.5,1,1772.29999997615
"447E",-0.5,-0.5,10,0.5,1,2520.00000007152
"447E",-0.5,-0.5,17,0.5,1,1167.59999997616
"447E",-0.5,-0.5,28,-0.5,1,2292.30000007153
"447E",-0.5,-0.5,33,-0.5,1,3504.40000002384
"447E",-0.5,-0.5,11,0.5,1,2208.70000004768
"447E",-0.5,-0.5,32,-0.5,1,2718.50000004769
"447E",-0.5,-0.5,12,0.5,1,1318.10000002384
"447E",-0.5,-0.5,13,0.5,1,1744.60000004768
"210D",-0.5,-0.5,6,-0.5,1,4613.49999992848
"210D",-0.5,-0.5,27,0.5,1,2256.49999995231
"210D",-0.5,-0.5,4,-0.5,1,3197.39999999999
"210D",-0.5,-0.5,24,0.5,1,1367.7
"210D",-0.5,-0.5,5,-0.5,1,2973.69999990464
"210D",-0.5,-0.5,9,-0.5,1,2210.19999992847
"210D",-0.5,-0.5,19,0.5,1,1309.99999997616
"210D",-0.5,-0.5,2,-0.5,1,2886.89999997616
"210D",-0.5,-0.5,20,0.5,1,1193.3
"210D",-0.5,-0.5,25,0.5,1,1231.59999990463
"210D",-0.5,-0.5,7,-0.5,1,2259.59999990463
"210D",-0.5,-0.5,8,-0.5,1,1571.89999990464
"210D",-0.5,-0.5,1,-0.5,0,NA
"210D",-0.5,-0.5,26,0.5,1,1346.19999992847
"210D",-0.5,-0.5,3,-0.5,1,2800.99999997616
"210D",-0.5,-0.5,22,0.5,1,1053.89999990464
"210D",-0.5,-0.5,21,0.5,1,995.699999999997
"210D",-0.5,-0.5,23,0.5,1,1020.79999990463
"457C",-0.5,-0.5,1,-0.5,0,NA
"457C",-0.5,-0.5,3,-0.5,1,2352.40000009537
"457C",-0.5,-0.5,9,-0.5,0,NA
"457C",-0.5,-0.5,7,-0.5,0,NA
"457C",-0.5,-0.5,27,0.5,1,1817.5
"457C",-0.5,-0.5,8,-0.5,0,NA
"457C",-0.5,-0.5,26,0.5,1,1292.5
"457C",-0.5,-0.5,19,0.5,1,1389.90000014305
"457C",-0.5,-0.5,24,0.5,1,1639.10000009536
"457C",-0.5,-0.5,20,0.5,0,NA
"457C",-0.5,-0.5,6,-0.5,1,3051.00000019073
"457C",-0.5,-0.5,5,-0.5,0,NA
"457C",-0.5,-0.5,23,0.5,1,3180.80000000002
"457C",-0.5,-0.5,2,-0.5,0,NA
"457C",-0.5,-0.5,21,0.5,1,1589.80000019073
"457C",-0.5,-0.5,25,0.5,1,1732.39999999999
"457C",-0.5,-0.5,4,-0.5,0,NA
"457C",-0.5,-0.5,22,0.5,1,1673.10000000001
"401A",-0.5,-0.5,27,0.5,1,2210.09999990463
"401A",-0.5,-0.5,5,-0.5,0,NA
"401A",-0.5,-0.5,26,0.5,1,1450.59999995232
"401A",-0.5,-0.5,2,-0.5,0,NA
"401A",-0.5,-0.5,20,0.5,1,1939.39999980926
"401A",-0.5,-0.5,8,-0.5,1,1959.29999995232
"401A",-0.5,-0.5,23,0.5,1,1467.79999990463
"401A",-0.5,-0.5,7,-0.5,0,NA
"401A",-0.5,-0.5,25,0.5,1,1507.8
"401A",-0.5,-0.5,9,-0.5,0,NA
"401A",-0.5,-0.5,21,0.5,1,1115.29999995232
"401A",-0.5,-0.5,24,0.5,1,1002.5
"401A",-0.5,-0.5,4,-0.5,0,NA
"401A",-0.5,-0.5,6,-0.5,1,2848
"401A",-0.5,-0.5,1,-0.5,0,NA
"401A",-0.5,-0.5,22,0.5,1,1891.59999985695
"401A",-0.5,-0.5,19,0.5,1,2312.99999995231
"401A",-0.5,-0.5,3,-0.5,1,2382.29999980927
"719A",-0.5,-0.5,8,-0.5,0,NA
"719A",-0.5,-0.5,1,-0.5,0,NA
"719A",-0.5,-0.5,20,0.5,1,1437.59999999999
"719A",-0.5,-0.5,27,0.5,1,1668.8
"719A",-0.5,-0.5,26,0.5,1,1265.7
"719A",-0.5,-0.5,22,0.5,1,1212.89999995232
"719A",-0.5,-0.5,21,0.5,1,1468.59999999999
"719A",-0.5,-0.5,9,-0.5,1,2640.7
"719A",-0.5,-0.5,4,-0.5,1,2203.09999999999
"719A",-0.5,-0.5,19,0.5,1,1859.5
"719A",-0.5,-0.5,7,-0.5,0,NA
"719A",-0.5,-0.5,5,-0.5,0,NA
"719A",-0.5,-0.5,3,-0.5,1,2179.00000004769
"719A",-0.5,-0.5,24,0.5,1,1388.49999985695
"719A",-0.5,-0.5,25,0.5,1,1243.89999985695
"719A",-0.5,-0.5,23,0.5,1,1921.3
"719A",-0.5,-0.5,2,-0.5,0,NA
"719A",-0.5,-0.5,6,-0.5,0,NA
"601A",-0.5,-0.5,21,0.5,1,2199.39999990464
"601A",-0.5,-0.5,27,0.5,1,1506.20000004768
"601A",-0.5,-0.5,2,-0.5,1,3032.50000004769
"601A",-0.5,-0.5,8,-0.5,0,NA
"601A",-0.5,-0.5,7,-0.5,1,3356.79999999999
"601A",-0.5,-0.5,23,0.5,1,1491.89999995232
"601A",-0.5,-0.5,1,-0.5,1,2362.4000000477
"601A",-0.5,-0.5,6,-0.5,1,2218.79999990464
"601A",-0.5,-0.5,19,0.5,1,2035.29999995232
"601A",-0.5,-0.5,26,0.5,1,1128.79999999999
"601A",-0.5,-0.5,9,-0.5,1,1649.30000000002
"601A",-0.5,-0.5,20,0.5,1,1630.0999999523
"601A",-0.5,-0.5,5,-0.5,0,NA
"601A",-0.5,-0.5,22,0.5,1,1386.69999995231
"601A",-0.5,-0.5,24,0.5,1,1468.79999999999
"601A",-0.5,-0.5,25,0.5,1,1243.09999990463
"601A",-0.5,-0.5,3,-0.5,1,3988.59999990463
"601A",-0.5,-0.5,4,-0.5,1,2770.00000004767
"726B",-0.5,-0.5,3,-0.5,0,NA
"726B",-0.5,-0.5,1,-0.5,0,NA
"726B",-0.5,-0.5,4,-0.5,1,1894.89999999999
"726B",-0.5,-0.5,25,0.5,1,1508.39999995232
"726B",-0.5,-0.5,22,0.5,1,1466.19999995231
"726B",-0.5,-0.5,20,0.5,1,1124.49999990463
"726B",-0.5,-0.5,26,0.5,1,1050.89999999999
"726B",-0.5,-0.5,23,0.5,1,1384.2
"726B",-0.5,-0.5,19,0.5,1,1878.59999990463
"726B",-0.5,-0.5,2,-0.5,1,2561.7
"726B",-0.5,-0.5,27,0.5,1,1201.70000004768
"726B",-0.5,-0.5,9,-0.5,0,NA
"726B",-0.5,-0.5,5,-0.5,0,NA
"726B",-0.5,-0.5,7,-0.5,0,NA
"726B",-0.5,-0.5,24,0.5,1,1281.40000000002
"726B",-0.5,-0.5,6,-0.5,1,2714.99999985695
"726B",-0.5,-0.5,21,0.5,1,1303.49999995233
"726B",-0.5,-0.5,8,-0.5,1,2827.30000004769
"727C",-0.5,-0.5,6,-0.5,1,8124.99999999999
"727C",-0.5,-0.5,19,0.5,1,3649.30000004769
"727C",-0.5,-0.5,5,-0.5,1,4864.2
"727C",-0.5,-0.5,22,0.5,1,3134.20000014306
"727C",-0.5,-0.5,23,0.5,1,2122.89999999999
"727C",-0.5,-0.5,3,-0.5,1,3687.59999999999
"727C",-0.5,-0.5,27,0.5,1,3066.39999995232
"727C",-0.5,-0.5,7,-0.5,0,NA
"727C",-0.5,-0.5,21,0.5,1,2093.70000000001
"727C",-0.5,-0.5,26,0.5,1,1711.90000014304
"727C",-0.5,-0.5,8,-0.5,0,NA
"727C",-0.5,-0.5,25,0.5,1,1779.80000009536
"727C",-0.5,-0.5,20,0.5,1,2491.30000009536
"727C",-0.5,-0.5,9,-0.5,1,5028.00000004767
"727C",-0.5,-0.5,2,-0.5,1,4328.10000000001
"727C",-0.5,-0.5,1,-0.5,0,NA
"727C",-0.5,-0.5,24,0.5,1,1573.60000009538
"727C",-0.5,-0.5,4,-0.5,1,1662.29999995232
"612F",-0.5,-0.5,20,0.5,1,2201.5
"612F",-0.5,-0.5,8,-0.5,1,1852.39999999999
"612F",-0.5,-0.5,22,0.5,1,1399.10000000003
"612F",-0.5,-0.5,24,0.5,1,1139.19999999701
"612F",-0.5,-0.5,2,-0.5,1,2217.29999999999
"612F",-0.5,-0.5,26,0.5,1,1059.29999999999
"612F",-0.5,-0.5,5,-0.5,1,1465.29999999999
"612F",-0.5,-0.5,7,-0.5,1,1556.70000000895
"612F",-0.5,-0.5,21,0.5,1,1392.69999999701
"612F",-0.5,-0.5,9,-0.5,1,1801.70000000895
"612F",-0.5,-0.5,4,-0.5,1,2117.80000000895
"612F",-0.5,-0.5,19,0.5,1,2741.40000000299
"612F",-0.5,-0.5,6,-0.5,1,2034.50000000297
"612F",-0.5,-0.5,23,0.5,1,1495.39999999703
"612F",-0.5,-0.5,25,0.5,1,1415.5
"612F",-0.5,-0.5,3,-0.5,1,1621.70000000001
"612F",-0.5,-0.5,27,0.5,1,1555.10000000297
"612F",-0.5,-0.5,1,-0.5,1,2026.70000000595
"615C",-0.5,-0.5,5,-0.5,1,4419.09999995232
"615C",-0.5,-0.5,24,0.5,1,1246.10000002384
"615C",-0.5,-0.5,6,-0.5,1,3546.59999995232
"615C",-0.5,-0.5,23,0.5,1,1475.30000004769
"615C",-0.5,-0.5,3,-0.5,1,1679.19999997616
"615C",-0.5,-0.5,9,-0.5,1,4263.20000000001
"615C",-0.5,-0.5,1,-0.5,0,NA
"615C",-0.5,-0.5,20,0.5,1,3655.30000002384
"615C",-0.5,-0.5,26,0.5,1,1159.10000000001
"615C",-0.5,-0.5,21,0.5,1,1285.30000004769
"615C",-0.5,-0.5,8,-0.5,1,3195.10000002384
"615C",-0.5,-0.5,19,0.5,1,1809.20000002385
"615C",-0.5,-0.5,4,-0.5,1,5339.90000004768
"615C",-0.5,-0.5,7,-0.5,1,3397.40000000002
"615C",-0.5,-0.5,25,0.5,0,NA
"615C",-0.5,-0.5,22,0.5,1,3666.69999997615
"615C",-0.5,-0.5,2,-0.5,1,3065.30000002385
"615C",-0.5,-0.5,27,0.5,1,1735.70000004768
"407A",-0.5,-0.5,3,-0.5,0,NA
"407A",-0.5,-0.5,21,0.5,0,NA
"407A",-0.5,-0.5,9,-0.5,0,NA
"407A",-0.5,-0.5,25,0.5,0,NA
"407A",-0.5,-0.5,20,0.5,0,NA
"407A",-0.5,-0.5,19,0.5,1,2965.59999999999
"407A",-0.5,-0.5,7,-0.5,0,NA
"407A",-0.5,-0.5,27,0.5,1,1670.70000000038
"407A",-0.5,-0.5,1,-0.5,0,NA
"407A",-0.5,-0.5,24,0.5,0,NA
"407A",-0.5,-0.5,26,0.5,0,NA
"407A",-0.5,-0.5,4,-0.5,0,NA
"407A",-0.5,-0.5,22,0.5,0,NA
"407A",-0.5,-0.5,2,-0.5,0,NA
"407A",-0.5,-0.5,5,-0.5,1,3270.2
"407A",-0.5,-0.5,23,0.5,1,2724.90000000075
"407A",-0.5,-0.5,8,-0.5,1,4866.10000000056
"407A",-0.5,-0.5,6,-0.5,1,1627.3
"602B",-0.5,-0.5,23,0.5,1,3473.89999990464
"602B",-0.5,-0.5,1,-0.5,0,NA
"602B",-0.5,-0.5,5,-0.5,0,NA
"602B",-0.5,-0.5,27,0.5,1,2742.89999999999
"602B",-0.5,-0.5,9,-0.5,1,3821.99999995231
"602B",-0.5,-0.5,6,-0.5,1,2680.09999995232
"602B",-0.5,-0.5,3,-0.5,1,3169.10000004768
"602B",-0.5,-0.5,24,0.5,1,2447
"602B",-0.5,-0.5,21,0.5,1,1266
"602B",-0.5,-0.5,8,-0.5,1,3484.80000004769
"602B",-0.5,-0.5,20,0.5,1,1779.70000009537
"602B",-0.5,-0.5,2,-0.5,1,2799.00000004769
"602B",-0.5,-0.5,26,0.5,1,1337.29999995232
"602B",-0.5,-0.5,19,0.5,1,2062.59999990463
"602B",-0.5,-0.5,4,-0.5,1,1927.59999995232
"602B",-0.5,-0.5,7,-0.5,1,2286.10000009538
"602B",-0.5,-0.5,22,0.5,1,1479.5
"602B",-0.5,-0.5,25,0.5,1,1054.30000004769
"712F",-0.5,-0.5,1,-0.5,0,NA
"712F",-0.5,-0.5,5,-0.5,0,NA
"712F",-0.5,-0.5,9,-0.5,0,NA
"712F",-0.5,-0.5,2,-0.5,0,NA
"712F",-0.5,-0.5,4,-0.5,1,2003.79999995232
"712F",-0.5,-0.5,24,0.5,1,1836.09999997616
"712F",-0.5,-0.5,19,0.5,0,NA
"712F",-0.5,-0.5,25,0.5,0,NA
"712F",-0.5,-0.5,20,0.5,1,2273.50000002384
"712F",-0.5,-0.5,26,0.5,0,NA
"712F",-0.5,-0.5,3,-0.5,1,1722.09999997616
"712F",-0.5,-0.5,8,-0.5,1,1675.7
"712F",-0.5,-0.5,21,0.5,0,NA
"712F",-0.5,-0.5,22,0.5,1,2383.50000004767
"712F",-0.5,-0.5,27,0.5,0,NA
"712F",-0.5,-0.5,7,-0.5,0,NA
"712F",-0.5,-0.5,23,0.5,1,2636.59999997617
"712F",-0.5,-0.5,6,-0.5,1,4823.20000004768
"702B",-0.5,-0.5,7,-0.5,1,1009.00000000038
"702B",-0.5,-0.5,3,-0.5,1,1177.89999999889
"702B",-0.5,-0.5,22,0.5,1,1150.89999999925
"702B",-0.5,-0.5,24,0.5,1,1783.49999999926
"702B",-0.5,-0.5,1,-0.5,0,NA
"702B",-0.5,-0.5,19,0.5,1,691.999999999622
"702B",-0.5,-0.5,23,0.5,1,674.400000000373
"702B",-0.5,-0.5,8,-0.5,0,NA
"702B",-0.5,-0.5,21,0.5,1,1595.89999999889
"702B",-0.5,-0.5,27,0.5,0,NA
"702B",-0.5,-0.5,4,-0.5,0,NA
"702B",-0.5,-0.5,6,-0.5,0,NA
"702B",-0.5,-0.5,26,0.5,0,NA
"702B",-0.5,-0.5,20,0.5,1,997.499999999258
"702B",-0.5,-0.5,5,-0.5,1,430.199999999633
"702B",-0.5,-0.5,25,0.5,1,730.000000000378
"702B",-0.5,-0.5,2,-0.5,1,549.099999999627
"702B",-0.5,-0.5,9,-0.5,1,724.999999998894
"315C",-0.5,-0.5,2,-0.5,1,2908.80000000112
"315C",-0.5,-0.5,1,-0.5,1,3407.80000000112
"315C",-0.5,-0.5,7,-0.5,0,NA
"315C",-0.5,-0.5,19,0.5,1,1651.90000000037
"315C",-0.5,-0.5,24,0.5,1,1430.30000000112
"315C",-0.5,-0.5,23,0.5,1,1379
"315C",-0.5,-0.5,3,-0.5,1,1437.49999999962
"315C",-0.5,-0.5,25,0.5,1,1622.39999999963
"315C",-0.5,-0.5,21,0.5,1,1457.19999999963
"315C",-0.5,-0.5,26,0.5,1,1556.60000000001
"315C",-0.5,-0.5,22,0.5,1,1549
"315C",-0.5,-0.5,6,-0.5,1,2317.7
"315C",-0.5,-0.5,4,-0.5,1,2366
"315C",-0.5,-0.5,9,-0.5,0,NA
"315C",-0.5,-0.5,20,0.5,1,2620.80000000112
"315C",-0.5,-0.5,27,0.5,1,1721.60000000075
"315C",-0.5,-0.5,8,-0.5,1,2306.60000000111
"315C",-0.5,-0.5,5,-0.5,1,2441.80000000112
"313A",-0.5,-0.5,25,0.5,1,2818.99999999944
"313A",-0.5,-0.5,23,0.5,1,2412.6
"313A",-0.5,-0.5,3,-0.5,0,NA
"313A",-0.5,-0.5,9,-0.5,1,2000.29999999962
"313A",-0.5,-0.5,8,-0.5,1,2498.39999999981
"313A",-0.5,-0.5,27,0.5,1,1440.59999999944
"313A",-0.5,-0.5,20,0.5,1,1221.3
"313A",-0.5,-0.5,21,0.5,1,1108.79999999944
"313A",-0.5,-0.5,4,-0.5,1,1331.59999999982
"313A",-0.5,-0.5,6,-0.5,1,1703.50000000019
"313A",-0.5,-0.5,22,0.5,1,1226.59999999944
"313A",-0.5,-0.5,2,-0.5,0,NA
