exIdx	themeGiven	recipientGiven	themeDefinite	recipientDefinite	verbSense	themeAnimacy	recipientAnimacy	isDative	ableToTiebreak	verbLemma	themePronominal	recipientPronominal	themeLength	recipientLength	themeNumber	recipientNumber	structure	verbClass	recipientPerson	themePerson	previousStructure
3513763	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	TRUE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3513839	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3513943	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	TRUE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3514352	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	pull	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3514481	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	flip	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3514558	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3515064	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	kick	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3515388	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3515629	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	schlep	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3515967	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drive	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3516642	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3516717	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	lug	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3516872	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3516911	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3517033	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	FALSE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3517289	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	catapult	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3517379	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3517380	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3517750	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	take	TRUE	FALSE	NA	NA	NA	NA	PP	BRING/TAKE	third	second	NA
3518000	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3518077	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3518458	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	kick	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3518488	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3518867	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3519017	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3519204	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drive	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3519252	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3519480	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	carry	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3520298	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3520677	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3521373	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3521374	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3521549	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3521571	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3521572	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	ferry	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3521643	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	wheel	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3521822	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	FALSE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3522130	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3522308	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	ferry	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3522443	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	ferry	TRUE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3522503	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	hit	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3522878	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3522971	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	lug	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3523121	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	shove	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3523142	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	roll	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3523153	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3523697	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	TRUE	TRUE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3523698	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	kick	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3524102	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	take	FALSE	FALSE	NA	NA	NA	NA	PP	BRING/TAKE	third	third	NA
3524112	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	carry	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3524210	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3524434	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	carry	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3524517	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	FALSE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3524566	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	first	NA
3524568	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	roll	FALSE	TRUE	NA	NA	NA	NA	DO	SLIDE	third	third	NA
3524729	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	kick	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3525329	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	hit	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3525473	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	flip	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3525746	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	first	NA
3526397	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	FALSE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3526753	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	ferry	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3527327	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3527466	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3527631	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3527666	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3527746	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3528474	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	bus	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3528936	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slap	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3528955	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	roll	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3529203	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3529324	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tote	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3529365	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	roll	TRUE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3529610	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	cart	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3529626	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	hit	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3530293	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	TRUE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3530426	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	lug	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3530600	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3530668	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	float	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3530672	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3530693	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	flip	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3531420	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3531737	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	shuttle	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3531794	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3531987	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3532483	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	flip	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3532504	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	carry	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3532670	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	catapult	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3532924	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	push	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3532936	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	TRUE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	first	NA
3532970	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	FALSE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3532975	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	roll	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3533326	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3533450	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3533692	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	FALSE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3534104	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	kick	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3534415	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	shuttle	TRUE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	first	NA
3534712	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	catapult	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3535255	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3535795	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	kick	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3535964	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	shuttle	TRUE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3536428	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	take	TRUE	FALSE	NA	NA	NA	NA	PP	BRING/TAKE	third	second	NA
3536583	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3536707	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	FALSE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3537096	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	shove	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3537483	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3537585	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3537877	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3538058	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3538122	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	kick	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3538183	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	hit	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3538206	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	FALSE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3538317	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3538484	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3538651	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	bus	TRUE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3538807	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	kick	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3539218	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	flip	FALSE	TRUE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3539382	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3539384	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	kick	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3539410	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3539554	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3539646	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	ferry	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3540045	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	take	TRUE	FALSE	NA	NA	NA	NA	PP	BRING/TAKE	third	third	NA
3540080	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	TRUE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	first	NA
3540160	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	second	NA
3541077	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drive	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3541187	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3541245	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3542113	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3542219	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3542316	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	kick	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3542994	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	shove	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3543002	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3543187	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3543190	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	hit	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3543219	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drive	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3543274	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	flip	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3543397	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	ferry	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3543612	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3543662	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3543873	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3544062	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3544853	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	hit	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3544891	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	catapult	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3545061	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3545200	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	shuttle	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3545789	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3545961	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	ferry	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3546188	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	carry	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3546207	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	TRUE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3546340	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	catapult	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3547049	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	take	FALSE	FALSE	NA	NA	NA	NA	PP	BRING/TAKE	third	third	NA
3547144	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3547146	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3547155	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3547663	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	roll	FALSE	TRUE	NA	NA	NA	NA	DO	SLIDE	first	third	NA
3548005	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	pull	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3548546	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	catapult	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3548945	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3548988	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3549242	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	roll	TRUE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3549267	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	fly	TRUE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3549287	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3549288	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	slide	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3549403	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	tow	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	first	NA
3549462	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	shove	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3549526	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3549638	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	FALSE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3549733	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3549891	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	drag	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3549951	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	catapult	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3550343	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	FALSE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3550435	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	hit	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3550908	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	cart	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
3550912	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	flip	TRUE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3550933	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	flip	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3551326	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	FALSE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3551370	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	flip	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3551453	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	lug	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3551503	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	roll	FALSE	FALSE	NA	NA	NA	NA	PP	SLIDE	third	third	NA
3551559	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	push	TRUE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3551998	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	sign	FALSE	FALSE	NA	NA	NA	NA	PP	COMMUNICATION INSTRUMENT	third	third	NA
3552002	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	carry	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3552547	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	catapult	FALSE	FALSE	NA	NA	NA	NA	PP	THROWING	third	third	NA
3552685	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	haul	FALSE	FALSE	NA	NA	NA	NA	PP	CARRY	third	third	NA
3552797	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	cart	FALSE	FALSE	NA	NA	NA	NA	PP	?DRIVE	third	third	NA
